Date,Start Time,Event ID,Sport,League,Market,Derivative,Event/Match,Bet,Odds,Stake,Bookmaker,Payout,Closing Line,CLV%,Profit/Loss,Notes/Comments,Bet ID#,Result
2025-03-24,23:10,402cf3aa521da85914e952cdc2c6f8b4,Basketball,NBA,spreads,No,Boston Celtics vs Sacramento Kings,Boston Celtics -6.5,130,500,Pinnacle,650,,,650.00,,2066095682,Win
2025-03-24,23:10,402cf3aa521da85914e952cdc2c6f8b4,Basketball,NBA,totals_q1,Yes,Boston Celtics vs Sacramento Kings,Under 59.5,-129,500,Pinnacle,387.6,,,387.60,,2066095209,Win
2025-03-25,20:30,0e1dde121b5be88b7c95e744d43c877f,Basketball,NBA,player_assists,No,Golden State Warriors vs Miami Heat,Jimmy Butler Over 6.5 Assists,-101,602,Pinnacle,596.04,,,-602.00,,2066102801,Loss
2025-03-25,21:10,7a55ebea407d4274a2374a144c2597d2,Basketball,NBA,totals,No,Atlanta Hawks vs Houston Rockets,Over 234,-105,400,Pinnacle,380.95,,,380.95,,2066108354,Win
2025-03-25,23:00,9b5267c6f60224e74b2dd6f5cba8c361,Basketball,NBA,player_points_rebounds_assists,No,Oklahoma City Thunder vs Sacramento Kings,Jalen Williams Over 28.5 Points+Rebs+Assists,108,596,Pinnacle,643.68,,,0,,2066163777,Refund
2025-03-25,23:10,40a56a7bb3bbfb6a4d38bddfefc37a58,Basketball,NBA,totals,No,Cleveland Cavaliers vs Portland Trail Blazers,Under 232.5,-111,400,Pinnacle,360.36,,,-400.00,,2066163417,Loss
2025-03-25,14:00,Unknown,"Ticket Number:
855624770-1
Accepted Date:
03/25/25 08:11 GMT-4
Type: Total
Product:
Sportsbook
Amount:
$333.00
To win:
$232.87
Status:
Pending
Description:
Hockey",Sweden,totals,No,Frolunda vs Timra,over 4,-143,333,Betonline,,,,232.87,"Ticket Number:
855624770-1
Accepted Date:
03/25/25 08:11 GMT-4
Type: Total
Product:
Sportsbook
Amount:
$333.00
To win:
$232.87
Status:
Pending
Description:
Hockey - Sweden - Frolunda vs Timra - Total | 342101 Frolunda/Timra over 4½ -143 For Game | 03/25/2025 | 02:00:00 PM (EST) | Pending



Print Bet Slip",855624770-1,Win
2025-03-25,12:30,Unknown,"Ticket Number:
855624701-1
Accepted Date:
03/25/25 08:10 GMT-4
Type: Total
Product:
Sportsbook
Amount:
$333.00
To win:
$326.47
Status:
Pending
Description:
Hockey",Finland,totals,No,Jukurit vs Pelicans,over 5,-102,333,Betonline,,,,326.47,"Ticket Number:
855624701-1
Accepted Date:
03/25/25 08:10 GMT-4
Type: Total
Product:
Sportsbook
Amount:
$333.00
To win:
$326.47
Status:
Pending
Description:
Hockey - Finland - Jukurit vs Pelicans - Total | 341501 Jukurit/Pelicans over 5 -102 For Game | 03/25/2025 | 12:30:00 PM (EST) | Pending



Print Bet Slip",855624701-1,Win
2025-03-25,20:30,0e1dde121b5be88b7c95e744d43c877f,Basketball,NBA,totals,No,Golden State Warriors vs Miami Heat,Over 216.5,-107,400,Pinnacle,373.83,,,-400.00,,2066168869,Loss
2025-03-25,23:00,9b5267c6f60224e74b2dd6f5cba8c361,Basketball,NBA,spreads,No,Oklahoma City Thunder vs Sacramento Kings,Sacramento Kings +10.0,-110,600,Pinnacle,545.45,,,-600.00,,2066172584,Loss
2025-03-25,20:10,5823666c4647cda743363c25278be9c7,Basketball,NBA,spreads_q2,Yes,San Antonio Spurs vs Detroit Pistons,Detroit Pistons -3.5,114,400,Pinnacle,456,,,456.00,,2066191152,Win
2025-03-25,23:00,9b5267c6f60224e74b2dd6f5cba8c361,Basketball,NBA,spreads_q2,Yes,Oklahoma City Thunder vs Sacramento Kings,Oklahoma City Thunder -2.5,-113,340,Pinnacle,300.88,,,300.88,,2066191041,Win
2025-03-25,20:40,bc1729007381bae2cba3cc229943e13a,Basketball,NBA,team_totals_h1,Yes,Dallas Mavericks vs New York Knicks,New York Knicks - Over 60.5,104,714,Pinnacle,742.56,,,742.56,,2066184533,Win
2025-03-25,21:10,7a55ebea407d4274a2374a144c2597d2,Basketball,NBA,spreads_q2,Yes,Atlanta Hawks vs Houston Rockets,Houston Rockets -1.5,-111,333,Pinnacle,300,,,300.00,,2066272964,Win
2025-03-25,21:10,7a55ebea407d4274a2374a144c2597d2,Basketball,NBA,spreads,No,Atlanta Hawks vs Houston Rockets,Houston Rockets -8.0,-105,400,Pinnacle,380.95,,,-400.00,,2066202797,Loss
2025-03-25,20:10,c39fca06cd6bde50f88622a84514c31e,Basketball,NBA,team_totals,No,Orlando Magic vs Charlotte Hornets,Orlando Magic - Over 109.5,104,400,Pinnacle,416,,,416.00,,2066288732,Win
2025-03-25,20:33,0e1dde121b5be88b7c95e744d43c877f,Basketball,NBA,player_points_rebounds_assists,No,Golden State Warriors vs Miami Heat,Andrew Wiggins Under 28.5 Points+Rebs+Assists,-100,595,Pinnacle,595,,,595.00,,2066288632,Win
2025-03-25,20:10,c39fca06cd6bde50f88622a84514c31e,Basketball,NBA,team_totals,No,Orlando Magic vs Charlotte Hornets,Orlando Magic - Over 109.5,103,212,Pinnacle,218.36,,,218.36,,2066286986,Win
2025-03-25,23:04,9b5267c6f60224e74b2dd6f5cba8c361,Basketball,NBA,spreads,No,Oklahoma City Thunder vs Sacramento Kings,Oklahoma City Thunder -9.5,-111,700,Pinnacle,630.63,,,630.63,,2066279850,Win
2025-03-25,23:04,9b5267c6f60224e74b2dd6f5cba8c361,Basketball,NBA,totals_q1,Yes,Oklahoma City Thunder vs Sacramento Kings,Under 56.5,-103,630,Pinnacle,611.65,,,611.65,,2066358168,Win
2025-03-26,20:40,b7ca19e207817263ada3a2ed6a7beb66,Basketball,NBA,spreads,No,Los Angeles Lakers vs Indiana Pacers,Los Angeles Lakers -2.0,108,450,Pinnacle,486,,,-450.00,,2066440981,Loss
2025-03-26,20:40,b7ca19e207817263ada3a2ed6a7beb66,Basketball,NBA,player_points_rebounds_assists,No,Los Angeles Lakers vs Indiana Pacers,Austin Reaves Under 28.5 Points+Rebs+Assists,114,593,Pinnacle,676.02,,,-593.00,,2066430292,Loss
2025-03-26,23:10,84c1feb881abf0bf76f05655698be574,Basketball,NBA,player_threes,No,Boston Celtics vs Phoenix Suns,Derrick White Over 3.5 3-Point Field Goals,114,593,Pinnacle,676.02,,,676.02,,2066429715,Win
2025-03-26,14:00,,"Ticket Number:
855916578-1
Accepted Date:
03/26/25 11:42 GMT-4
Graded Date:
03/26/25 04:54 GMT-4
Type: Total
Product:
Sportsbook
Amount:
$333.00
To win:
$246.67
Status:
Won
Description:
Hockey",Sweden,totals,No,Lulea vs Vaxjo Lakers,over 4,-135,333,Betonline,,,,246.67,"Ticket Number:
855916578-1
Accepted Date:
03/26/25 11:42 GMT-4
Graded Date:
03/26/25 04:54 GMT-4
Type: Total
Product:
Sportsbook
Amount:
$333.00
To win:
$246.67
Status:
Won
Description:
Hockey - Sweden - Lulea vs Vaxjo Lakers - Total | 342101 Lulea/Vaxjo Lakers over 4½ -135 For Game | 03/26/2025 | 02:00:00 PM (EST) | Won



Print Bet Slip",855916578-1,Win
2025-03-27,20:40,2184beee6d15f9165b7fd20c8fe434db,Basketball,NBA,player_assists,No,Atlanta Hawks vs Miami Heat,Dyson Daniels Under 4.5 Assists,-105,612,Pinnacle,582.86,,,582.86,,2066638870,Win
2025-03-27,20:10,8446d4cf597e867ed5dc8a47568c3055,Basketball,NBA,player_rebounds,No,Dallas Mavericks vs Orlando Magic,Paolo Banchero Under 7.5 Rebounds,-102,606,Pinnacle,594.12,,,-606.00,,2066638689,Loss
2025-03-27,22:10,e0a67f5695480ad68fd0e8cc099a821d,Basketball,NBA,player_rebounds,No,Houston Rockets vs Utah Jazz,Kyle Filipowski Under 6.5 Rebounds,105,594,Pinnacle,623.7,,,-594.00,,2066638550,Loss
2025-03-27,22:10,e0a67f5695480ad68fd0e8cc099a821d,Basketball,NBA,player_rebounds,No,Houston Rockets vs Utah Jazz,Jalen Green Under 5.5 Rebounds,-119,707,Pinnacle,594.12,,,-707.00,,2066637613,Loss
2025-03-27,17:10,Unknown,Unknown Sport,MLB,totals,No,Yusei Kikuchi (Total Strikeouts)(must start),Over 6.5 Strikeouts,112,400,Pinnacle,448,,,-400.00,,2066635746,Loss
2025-03-26,22:10,,Basketball,NBA,spreads_h1,Yes,LiveMilwaukee Bucks vs Denver Nuggets,Denver Nuggets -8.5,107,400,Pinnacle,428,,,-400.00,,2066604661,Loss
2025-03-27,17:05,f94eecb922d6a386480695645c795a6c,Unknown Sport,MLB,spreads,No,Philadelphia Phillies vs Washington Nationals,Philadelphia Phillies -1.5,116,480,Pinnacle,556.8,,,556.80,,2066712954,Win
2025-03-27,17:10,bf85db32e1aaf8f18745ef8d95291e96,Unknown Sport,MLB,totals,No,Pittsburgh Pirates vs Miami Marlins,Over 6.5,-101,777,Pinnacle,769.31,,,769.31,,2066708893,Win
2025-03-27,23:10,21fffc6d14f366e0e51a9708f21a103c,Basketball,NBA,totals_q1,Yes,Portland Trail Blazers vs Sacramento Kings,Under 55.5,104,356,Pinnacle,370.24,,,-356.00,,2066708641,Loss
2025-03-27,21:10,669923b329fcd6213ac20cd22ec7f6b1,Basketball,NBA,h2h_q2,Yes,Los Angeles Lakers vs Chicago Bulls,Chicago Bulls,111,400,Pinnacle,444,,,-400.00,,2066706998,Loss
2025-03-27,17:05,708aca021091b589a655c8d020ca0a41,Unknown Sport,MLB,h2h,No,Boston Red Sox vs Texas Rangers,Texas Rangers,105,800,Pinnacle,840,,,-800.00,,2066685879,Loss
2025-03-27,17:10,bf85db32e1aaf8f18745ef8d95291e96,Unknown Sport,MLB,totals,No,Pittsburgh Pirates vs Miami Marlins,Under 6.5,-107,1200,Pinnacle,1121.5,,,-1200.00,,2066680850,Loss
2025-03-27,17:05,f94eecb922d6a386480695645c795a6c,Unknown Sport,MLB,h2h,No,Philadelphia Phillies vs Washington Nationals,Philadelphia Phillies,-160,600,Pinnacle,375,,,375.00,,2066680060,Win
2025-03-27,21:10,669923b329fcd6213ac20cd22ec7f6b1,Basketball,NBA,spreads_q2,Yes,Los Angeles Lakers vs Chicago Bulls,Los Angeles Lakers -1.0,112,444,Pinnacle,497.28,,,497.28,,2066723413,Win
2025-03-27,17:15,12660fafc55fd09d81e366232c8596b1,Unknown Sport,MLB,totals,No,Minnesota Twins vs St. Louis Cardinals,Under 7.5,-108,400,Pinnacle,370.37,,,-400.00,,2066721673,Loss
2025-03-27,20:10,8a323fd3d0ed756e9c480e9e96a20180,Basketball,NBA,totals_q1,Yes,Indiana Pacers vs Washington Wizards,Under 60.5,-145,700,Pinnacle,482.76,,,-700.00,,2066750825,Loss
2025-03-27,21:10,669923b329fcd6213ac20cd22ec7f6b1,Basketball,NBA,team_totals_h1,Yes,Los Angeles Lakers vs Chicago Bulls,Los Angeles Lakers - Over 59.5,-107,500,Pinnacle,467.29,,,-500.00,,2066740397,Loss
2025-03-27,16:05,91b0003e1f948b2e8dd065b2edb48457,Unknown Sport,MLB,totals,Yes,Milwaukee Brewers vs New York Yankees,Over 0.5,122,400,Pinnacle,488,,,488.00,,2066739199,Win
2025-03-27,20:10,8a323fd3d0ed756e9c480e9e96a20180,Basketball,NBA,totals_q1,Yes,Indiana Pacers vs Washington Wizards,Under 58.5,-112,570,Pinnacle,508.93,,,-570.00,,2066725720,Loss
2025-03-27,20:07,,Unknown Sport,NHL,spreads,Yes,LiveMontreal Canadiens vs Philadelphia Flyers,Philadelphia Flyers -2.5,136,400,Pinnacle,544,,,-400.00,,2066827433,Loss
2025-03-27,16:05,708aca021091b589a655c8d020ca0a41,Baseball,MLB,totals,No,Boston Red Sox vs Texas Rangers,over 7.5,,1400,Betonline,,,,,"Ticket Number:
856116242-1
Accepted Date:
03/27/25 01:02 GMT-4
Graded Date:
03/27/25 06:47 GMT-4
Type: Total
Product:
Sportsbook
Amount:
$1,400.00
To win:
-
Status:
Lost
Description:
Baseball - MLB - Boston Red Sox vs Texas Rangers - Total | 913 Boston Red Sox/Texas Rangers over 7½ -130 For Game | 03/27/2025 | 04:05:00 PM (EST) | G. Crochet -L - Must Start / N. Eovaldi -R - Must Start | Lost



Print Bet Slip",856116242-1,Loss
2025-03-27,15:05,91b0003e1f948b2e8dd065b2edb48457,Baseball,MLB,h2h,No,Milwaukee Brewers vs New York Yankees,New York Yankees,-136,732,Betonline,,,,538.24,"Ticket Number:
856100734-1
Accepted Date:
03/27/25 11:19 GMT-4
Graded Date:
03/27/25 06:22 GMT-4
Type: Money Line
Product:
Sportsbook
Amount:
$732.00
To win:
$538.24
Status:
Won
Description:
Baseball - MLB - Milwaukee Brewers vs New York Yankees - Money Line | 922 New York Yankees -136 For Game | 03/27/2025 | 03:05:00 PM (EST) | F. Peralta -R - Must Start / C. Rodon -L - Must Start | Won



Print Bet Slip",856100734-1,Win
2025-03-27,19:10,f1850a3586e7fe1bfbf52e794af5fee5,Baseball,MLB,h2h,No,Detroit Tigers vs Los Angeles Dodgers,Detroit Tigers,142,333,Betonline,,,,-333.00,"Ticket Number:
856098629-1
Accepted Date:
03/27/25 11:05 GMT-4
Type: Money Line
Product:
Sportsbook
Amount:
$333.00
To win:
$472.86
Status:
Pending
Description:
Baseball - MLB - Detroit Tigers vs Los Angeles Dodgers - Money Line | 927 Detroit Tigers +142 For Game | 03/27/2025 | 07:10:00 PM (EST) | T. Skubal -L - Must Start / B. Snell -L - Must Start | Pending



Print Bet Slip",856098629-1,Loss
2025-03-27,15:05,91b0003e1f948b2e8dd065b2edb48457,Baseball,MLB,h2h,No,Milwaukee Brewers vs New York Yankees,Milwaukee Brewers,125,200,Betonline,,,,-200.00,"Ticket Number:
856094328-1
Accepted Date:
03/27/25 10:28 GMT-4
Graded Date:
03/27/25 06:22 GMT-4
Type: Money Line
Product:
Sportsbook
Amount:
$200.00
To win:
-
Status:
Lost
Description:
Baseball - MLB - Milwaukee Brewers vs New York Yankees - Money Line | 921 Milwaukee Brewers +125 For Game | 03/27/2025 | 03:05:00 PM (EST) | F. Peralta -R - Must Start / C. Rodon -L - Must Start | Lost



Print Bet Slip",856094328-1,Loss
2025-03-27,16:05,708aca021091b589a655c8d020ca0a41,Baseball,MLB,totals,No,Boston Red Sox vs Texas Rangers,under 7.5,102,833,Betonline,,,,849.66,"Ticket Number:
856080560-1
Accepted Date:
03/27/25 08:11 GMT-4
Graded Date:
03/27/25 06:47 GMT-4
Type: Total
Product:
Sportsbook
Amount:
$833.00
To win:
$849.66
Status:
Won
Description:
Baseball - MLB - Boston Red Sox vs Texas Rangers - Total | 914 Boston Red Sox/Texas Rangers under 7½ +102 For Game | 03/27/2025 | 04:05:00 PM (EST) | G. Crochet -L - Must Start / N. Eovaldi -R - Must Start | Won



Print Bet Slip",856080560-1,Win
2025-03-27,20:10,,Basketball,NBA,spreads,No,LiveSan Antonio Spurs vs Cleveland Cavaliers,San Antonio Spurs +6.5,-105,400,Pinnacle,380.95,,,-400.00,,2066845748,Loss
2025-03-27,20:40,,Basketball,NBA,team_totals,No,LiveAtlanta Hawks vs Miami Heat,Miami Heat - Over 115.5,-124,400,Pinnacle,322.58,,,322.58,,2066845680,Win
2025-03-27,21:10,,Basketball,NBA,spreads,No,LiveMemphis Grizzlies vs Oklahoma City Thunder,Memphis Grizzlies +9.5,-115,555,Pinnacle,482.61,,,-555.00,,2066845028,Loss
2025-03-27,23:10,21fffc6d14f366e0e51a9708f21a103c,Basketball,NBA,totals_q2,Yes,Portland Trail Blazers vs Sacramento Kings,Over 54.5,-103,368,Pinnacle,357.28,,,357.28,,2066843328,Win
2025-03-28,22:40,616968030acffc897d4291919a2f2d2d,Unknown Sport,MLB,totals,No,Chicago Cubs vs Arizona Diamondbacks,Over 8.5,-116,320,Pinnacle,275.86,,,275.86,,2066848548,Win
2025-03-27,22:39,0aa88eb9f2181c4f663c87fc0d0ff7f3,Basketball,NCAA,spreads,No,Arizona vs Duke,Duke -9.5,103,400,Pinnacle,412,,,-400.00,,2066848344,Loss
2025-03-27,22:10,,Basketball,NBA,spreads_q4,Yes,LiveHouston Rockets vs Utah Jazz,Utah Jazz +2.5,106,400,Pinnacle,424,,,424.00,,2066858972,Win
2025-03-27,23:10,4bfdc2e7f129d3981573422e0c694ae2,Unknown Sport,MLB,totals,No,Chicago Cubs vs Arizona Diamondbacks,Over 8.5,-105,600,Pinnacle,571.43,,,571.43,,2066857021,Win
2025-03-28,20:10,32be98cad72773dcc562c1ea129be575,"Ticket Number:
856310819-1
Accepted Date:
03/28/25 07:55 GMT-4
Type: Total
Product:
Sportsbook
Amount:
$333.00
To win:
$302.73
Status:
Pending
Description:
Basketball",NBA,totals,No,Golden State Warriors vs New Orleans Pelicans,over 224.5,-110,333,Betonline,,,,-333.00,"Ticket Number:
856310819-1
Accepted Date:
03/28/25 07:55 GMT-4
Type: Total
Product:
Sportsbook
Amount:
$333.00
To win:
$302.73
Status:
Pending
Description:
Basketball - NBA - Golden State Warriors vs New Orleans Pelicans - Total | 537 Golden State Warriors/New Orleans Pelicans over 224½ -110 For Game | 03/28/2025 | 08:10:00 PM (EST) | Pending



Print Bet Slip",856310819-1,Loss
2025-03-28,20:10,56b4c3525a0066028edb1cd81124df70,Basketball,NBA,spreads,No,Cleveland Cavaliers vs Detroit Pistons,Detroit Pistons +6.0,-108,200,Pinnacle,185.19,,,185.19,,2066944289,Win
2025-03-28,20:10,56b4c3525a0066028edb1cd81124df70,Basketball,NBA,spreads,No,Cleveland Cavaliers vs Detroit Pistons,Detroit Pistons +6.0,-108,800,Pinnacle,740.74,,,740.74,,2066944274,Win
2025-03-28,20:10,56b4c3525a0066028edb1cd81124df70,Basketball,NBA,spreads,No,Cleveland Cavaliers vs Detroit Pistons,Cleveland Cavaliers -6.5,109,500,Pinnacle,545,,,-500.00,,2066943752,Loss
2025-03-28,22:10,bd7a66fff11fbdcf09b22d2883f78cdb,Basketball,NBA,player_assists,No,Utah Jazz vs Denver Nuggets,Nikola Jokic Under 9.5 Assists,-110,400,Pinnacle,363.64,,,363.64,,2066943558,Win
2025-03-28,21:10,e9c56c23f23709ba53ef81d925290b5d,Unknown Sport,MLB,totals,No,New York Mets vs Houston Astros,Over 8,-107,399.99,Pinnacle,373.82,,,-399.99,,2066942075,Loss
2025-03-28,17:10,ec09334eefe13119d0ebb9c7f085115f,Unknown Sport,MLB,spreads,No,Colorado Rockies vs Tampa Bay Rays,Tampa Bay Rays -1.5,111,400,Pinnacle,444,,,-400.00,,2066941233,Loss
2025-03-28,20:10,e60ef7591f653c0f59e50d1849648b5c,Unknown Sport,MLB,totals,No,Pittsburgh Pirates vs Miami Marlins,Under 7.5,-102,600,Pinnacle,588.24,,,588.24,,2066940693,Win
2025-03-28,21:05,Unknown,Unknown Sport,MLB,totals,No,Tanner Houck (Total Strikeouts)(must start),Over 4.5 Strikeouts,-100,400,Pinnacle,400,,,-400.00,,2066921849,Loss
2025-03-28,21:10,1bb7521bcf781ff2a17194a11046f53d,Basketball,NBA,totals_h1,Yes,New York Knicks vs Milwaukee Bucks,Over 112.5,111,600,Pinnacle,666,,,-600.00,,2066995340,Loss
2025-03-28,22:10,bd7a66fff11fbdcf09b22d2883f78cdb,Basketball,NBA,totals_q1,Yes,Utah Jazz vs Denver Nuggets,Under 58.5,117,650,Pinnacle,760.5,,,760.50,,2066989980,Win
2025-03-28,20:40,a623fa04bb1021c2f7000a0142fada19,Basketball,NBA,spreads_q1,Yes,Charlotte Hornets vs Toronto Raptors,Charlotte Hornets +1.5,103,360,Pinnacle,370.8,,,-360.00,,2066989458,Loss
2025-03-28,21:10,32be98cad72773dcc562c1ea129be575,Basketball,NBA,team_totals_h1,Yes,Golden State Warriors vs New Orleans Pelicans,Golden State Warriors - Over 59.5,104,500,Pinnacle,520,,,-500.00,,2066977251,Loss
2025-03-28,21:05,23bbcfab0bbdaf93a7ae622209befa63,Unknown Sport,MLB,totals_h1,Yes,Boston Red Sox vs Texas Rangers,Under 4.5,101,550,Pinnacle,555.5,,,555.50,,2066973883,Win
2025-03-28,20:10,56b4c3525a0066028edb1cd81124df70,Basketball,NBA,spreads_q2,Yes,Cleveland Cavaliers vs Detroit Pistons,Cleveland Cavaliers -2.5,125,400,Pinnacle,500,,,-400.00,,2067011727,Loss
2025-03-29,17:10,98b749a940472a8dac025deb50960a17,Unknown Sport,MLB,totals_h1,Yes,San Francisco Giants vs Cincinnati Reds,Under 4.5,-101,1000,Pinnacle,990.1,,,990.10,,2067453583,Win
2025-03-29,22:10,Unknown,Unknown Sport,MLB,totals,No,Roki Sasaki (Total Strikeouts)(must start),Under 4.5 Strikeouts,117,400,Pinnacle,468,,,468.00,,2067447737,Win
2025-03-29,14:05,Unknown,Unknown Sport,MLB,totals,No,Nestor Cortes (Total Strikeouts)(must start),Under 4.5 Strikeouts,104,600,Pinnacle,624,,,624.00,,2067440468,Win
2025-03-29,14:05,6de411303a49ec1c3a9559196060247c,Unknown Sport,MLB,totals,No,Milwaukee Brewers vs New York Yankees,Under 9,-104,800,Pinnacle,769.23,,,-800.00,,2067430088,Loss
2025-03-29,21:10,935e35fa9b473947c1d7ed70266985d8,Basketball,NBA,spreads,No,Indiana Pacers vs Oklahoma City Thunder,Oklahoma City Thunder -10.0,-100,400,Pinnacle,400,,,400.00,,2067408490,Win
2025-03-29,21:10,935e35fa9b473947c1d7ed70266985d8,Basketball,NBA,spreads,No,Indiana Pacers vs Oklahoma City Thunder,Oklahoma City Thunder -10.0,-102,400,Pinnacle,392.16,,,392.16,,2067393837,Win
2025-03-29,13:05,6de411303a49ec1c3a9559196060247c,Baseball,MLB,totals,No,Milwaukee Brewers vs New York Yankees,over 8.5,-135,333,Betonline,,,,246.67,"Ticket Number:
856590687-1
Accepted Date:
03/29/25 11:11 GMT-4
Graded Date:
03/29/25 04:16 GMT-4
Type: Total
Product:
Sportsbook
Amount:
$333.00
To win:
$246.67
Status:
Won
Description:
Baseball - MLB - Milwaukee Brewers vs New York Yankees - Total | 921 Milwaukee Brewers/New York Yankees over 8½ -135 For Game | 03/29/2025 | 01:05:00 PM (EST) | N. Cortes -L - Must Start / M. Fried -L - Must Start | Won



Print Bet Slip",856590687-1,Win
2025-03-29,21:10,,Basketball,NBA,spreads_h1,Yes,LiveBoston Celtics vs San Antonio Spurs,Boston Celtics -10.5,-101,400,Pinnacle,396.04,,,396.04,,2067645876,Win
2025-03-29,21:10,,Basketball,NBA,spreads_q1,Yes,LiveBoston Celtics vs San Antonio Spurs,Boston Celtics -8.5,120,400,Pinnacle,480,,,480.00,,2067645640,Win
2025-03-29,19:09,,Basketball,NCAA,spreads,No,LiveTexas Tech vs Florida,Florida +5.5,-102,400,Pinnacle,392.16,,,392.16,,2067643339,Win
2025-03-29,20:10,,Basketball,NBA,player_assists,No,Brooklyn Nets vs Washington Wizards,Tyrese Martin Under 3.5 Assists,-118,400,Pinnacle,338.98,,,-400.00,,2067595961,Loss
2025-03-30,14:35,Unknown,Unknown Sport,MLB,totals,No,Aaron Nola (Total Strikeouts)(must start),Under 5.5 Strikeouts,112,500,Pinnacle,560,,,-500.00,,2067672661,Loss
2025-03-30,14:10,5133edf902b3565ae90b938774ee60dc,Baseball,MLB,totals,No,Cleveland Guardians vs Kansas City Royals,under 7.5,-105,333,Betonline,,,,-333.00,"Ticket Number:
856866642-1
Accepted Date:
03/30/25 07:25 GMT-4
Type: Total
Product:
Sportsbook
Amount:
$333.00
To win:
$317.14
Status:
Pending
Description:
Baseball - MLB - Cleveland Guardians vs Kansas City Royals - Total | 966 Cleveland Guardians/Kansas City Royals under 7½ -105 For Game | 03/30/2025 | 02:10:00 PM (EST) | T. Bibee -R - Must Start / M. Wacha -R - Must Start | Pending



Print Bet Slip",856866642-1,Loss
2025-03-30,17:10,ca2809f81b4d046e70f8cd27bfe2f4e6,Unknown Sport,MLB,totals,No,Chicago Cubs vs Arizona Diamondbacks,Under 9.5,-118,400,Pinnacle,338.98,,,-400.00,,2067802190,Loss
2025-03-30,15:15,8db6e2c550542fd68ed0ff6398cede9f,Unknown Sport,MLB,totals,No,Minnesota Twins vs St. Louis Cardinals,Under 8.5,-113,800,Pinnacle,707.96,,,-800.00,,2067798812,Loss
2025-03-30,20:10,4024e88c6032c73187ac99ac78dffc32,Unknown Sport,MLB,totals_h1,Yes,Atlanta Braves vs San Diego Padres,Under 4.5,-113,548,Pinnacle,484.96,,,484.96,,2067835596,Win
2025-03-30,17:10,ca2809f81b4d046e70f8cd27bfe2f4e6,Unknown Sport,MLB,totals_h1,Yes,Chicago Cubs vs Arizona Diamondbacks,Under 5,-111,850,Pinnacle,765.77,,,765.77,,2067834141,Win
2025-03-30,15:15,8db6e2c550542fd68ed0ff6398cede9f,Unknown Sport,MLB,totals_h1,Yes,Minnesota Twins vs St. Louis Cardinals,Under 4.5,-106,1524,Pinnacle,1437.74,,,-1524.00,,2067830097,Loss
2025-03-30,15:10,10ade0b62fd5dcd4ac9b18a0268146b9,Unknown Sport,MLB,totals_h1,Yes,Los Angeles Angels vs Chicago White Sox,Under 4.5,-107,800,Pinnacle,747.66,,,747.66,,2067827861,Win
2025-03-30,14:40,8ced74a68bf1e81f2f25297f46772bbd,Unknown Sport,MLB,totals_h1,Yes,Colorado Rockies vs Tampa Bay Rays,Under 4.5,101,1200,Pinnacle,1212,,,1212.00,,2067824933,Win
2025-03-30,22:10,16bd71ad044e86536fab0ad403bb9a18,Basketball,NBA,spreads,No,Houston Rockets vs Phoenix Suns,Phoenix Suns +2.0,-103,800,Pinnacle,776.7,,,-800.00,,2067822793,Loss
2025-03-30,19:10,59cfad43e3d449b38c1d11157a9afa8c,Basketball,NBA,spreads,No,Portland Trail Blazers vs New York Knicks,Portland Trail Blazers +8.0,101,400,Pinnacle,404,,,-400.00,,2067813512,Loss
2025-03-30,14:37,9476f49f5120a4e640d7ddbaba0bcc4d,Unknown Sport,MLB,totals_h1,Yes,Baltimore Orioles vs Toronto Blue Jays,Under 5,-111,750,Pinnacle,675.68,,,675.68,,2067811920,Win
2025-03-30,14:35,51a86cf1d6a58c86a2ba4cddb8433b3e,Unknown Sport,MLB,totals_h1,Yes,Philadelphia Phillies vs Washington Nationals,Under 4.5,-103,450,Pinnacle,436.89,,,436.89,,2067810904,Win
2025-03-30,14:35,d54408e3cd10fbb69a04ca3d0f27fdd8,Unknown Sport,MLB,totals_h1,Yes,Milwaukee Brewers vs New York Yankees,Under 4.5,-106,990,Pinnacle,933.96,,,-990.00,,2067809289,Loss
2025-03-30,17:10,Unknown,Unknown Sport,MLB,totals,No,LiveAthletics vs Seattle Mariners,Under 6.5,-103,400,Pinnacle,388.35,,,388.35,,2068025224,Win
2025-03-30,17:10,Unknown,Unknown Sport,MLB,totals_h1,Yes,LiveAthletics vs Seattle Mariners,Over 4,125,400,Pinnacle,500,,,-400.00,,2068023416,Loss
2025-03-30,20:10,4024e88c6032c73187ac99ac78dffc32,Unknown Sport,MLB,totals,No,Atlanta Braves vs San Diego Padres,Over 8,-104,400,Pinnacle,384.62,,,-400.00,,2068034702,Loss
2025-03-30,20:10,,Basketball,NBA,totals_q4,Yes,LiveGolden State Warriors vs San Antonio Spurs,Under 58.5,-110,666,Pinnacle,605.45,,,-666.00,,2068063804,Loss
2025-03-31,23:10,7a72c9887b1c4b4a217aa118bfa7ce0b,Unknown Sport,MLB,totals_h1,Yes,Atlanta Braves vs Los Angeles Dodgers,Under 4.5,-117,1088,Pinnacle,929.91,,,-1088.00,,2068080724,Loss
2025-03-31,22:40,f9ec2a43fcd569bfae4f7d99f89662ca,Unknown Sport,MLB,totals_h1,Yes,Cleveland Guardians vs San Diego Padres,Under 4.5,-101,939,Pinnacle,929.7,,,-939.00,,2068080112,Loss
